2018-01-14 19:35:35|phx2s1sfire0100|6510418801459.2|13020837602918.4
2018-01-14 19:35:35|lax1s1sfire0101|68482072418713.6|178053388288655.36
2018-01-14 19:35:35|lax1s1sfire0201|70792335327232|176980838318080
2018-01-14 19:35:35|lax1s1sfire0300|6210522710016|14284202233036.8
2018-01-14 19:35:35|lax1s1sfire0500|39570822188236.8|174111617628241.92
2018-01-14 19:35:35|lga1s1sfire0100|19720879210496|88743956447232
2018-01-14 19:35:35|lga1s1sfire0200|429496729.6|1202590842.88
2018-01-15 19:10:05|phx2s1sfire0100|6506016459980.8|13012032919961.6
2018-01-15 19:10:05|lax1s1sfire0101|68342593355776|177690742725017.6
2018-01-15 19:10:05|lax1s1sfire0201|70868248874188.8|177170622185472
2018-01-15 19:10:05|lax1s1sfire0300|6242520216371.2|14357796497653.76
2018-01-15 19:10:05|lax1s1sfire0500|39594874005094.4|174217445622415.36
2018-01-15 19:10:05|lga1s1sfire0100|19687056343040|90560459177984
2018-01-15 19:10:05|lga1s1sfire0200|429496729.6|1374389534.72
2018-01-16 19:35:32|phx2s1sfire0100|6515787510579.2|13031575021158.4
2018-01-16 19:35:32|lax1s1sfire0101|67902251833753.6|176545854767759.36
2018-01-16 19:35:32|lax1s1sfire0201|70646413813350.4|176616034533376
2018-01-16 19:35:32|lax1s1sfire0300|6283107657318.4|14451147611832.32
2018-01-16 19:35:32|lax1s1sfire0500|39593263392358.4|174210358926376.96
2018-01-16 19:35:32|lga1s1sfire0100|19631114394009.6|90303126212444.16
2018-01-16 19:35:32|lga1s1sfire0200|322122547.2|966367641.6
2018-01-17 19:35:58|phx2s1sfire0100|6519760355328|13039520710656
2018-01-17 19:35:58|lax1s1sfire0101|68020148686028.8|176852386583674.88
